area,avg,floor,info,market,title,total,xiaoqu
武夷花园,单价52123元/平米,高楼层(共12层)2004年建板楼  -  , | 2室1厅 | 105.52平米 | 南 北 | 精装,6人关注 / 14天以前发布,"：
九棵树(家乐福),单价52827元/平米,底层(共6层)2008年建板楼  -  , | 2室1厅 | 88.97平米 | 南 北 | 精装,11人关注 / 1个月以前发布,阿尔法社区 2室1厅 470万,470,阿尔法社区 
万达,单价59776元/平米,高楼层(共22层)2013年建塔楼  -  , | 2室2厅 | 88.33平米 | 西 | 精装,22人关注 / 1个月以前发布,富力金禧花园西向两居室正对小区花园无遮挡房本满两年,528,富力金禧花园 
万达,单价53705元/平米,中楼层(共6层)1998年建板楼  -  , | 2室1厅 | 72.62平米 | 南 北 | 其他,1人关注 / 1个月以前发布,东方生活区 2室1厅 390万,390,东方生活区 
临河里,单价52509元/平米,中楼层(共18层)2014年建板楼  -  , | 2室1厅 | 89.51平米 | 南 | 其他,5人关注 / 1个月以前发布,华远铭悦 2室1厅 470万,470,华远铭悦 
玉桥,单价51811元/平米,顶层(共6层)2004年建板楼  -  , | 2室1厅 | 75.66平米 | 南 北 | 精装,11人关注 / 1个月以前发布,格兰晴天 2室1厅 392万,392,格兰晴天 
北关,单价43611元/平米,中楼层(共18层)2013年建板楼  -  , | 2室1厅 | 75.67平米 | 南 | 精装,3人关注 / 11天以前发布,精装修新社区+金地格林格林+全南向两居室+看房方便,330,金地格林格林 
乔庄,单价49184元/平米,11层2006年建板塔结合  -  , | 2室1厅 | 95.56平米 | 东 西 | 简装,3人关注 / 2个月以前发布,乔庄东区 2室1厅 470万,470,乔庄东区 
潞苑,单价63129元/平米,低楼层(共27层)2012年建塔楼  -  , | 2室1厅 | 81.58平米 | 东 南 | 精装,13人关注 / 2个月以前发布,房本满五年， 正规两居室，前方无遮挡,515,K2清水湾 
潞苑,单价42741元/平米,中楼层(共6层)1998年建板楼  -  , | 2室1厅 | 81.89平米 | 南 北 | 简装,4人关注 / 2个月以前发布,户型方正，楼层好，税少，中等装修，业主诚意出售,350,华龙小区 
武夷花园,单价48276元/平米,底层(共7层)2002年建板楼  -  , | 2室1厅 | 87平米 | 南 北 | 简装,85人关注 / 2个月以前发布,武夷花园牡丹园 低层两居室 钥匙房,420,武夷花园牡丹园 
万达,单价64892元/平米,高楼层(共24层)2015年建板塔结合  -  , | 2室1厅 | 90.15平米 | 西南 | 精装,17人关注 / 1个月以前发布,富力金禧 电梯精装2居 西南朝向 视野好 邻万达广场,585,富力金禧花园 
果园,单价59948元/平米,低楼层(共11层)2007年建板塔结合  -  , | 2室1厅 | 75.9平米 | 南 | 精装,4人关注 / 1个月以前发布,"满五唯一，总层高5.6米loft,看房方便",455,巴克摩界 
万达,单价52131元/平米,中楼层(共6层)1982年建板楼  -  , | 2室1厅 | 54.67平米 | 南 北 | 简装,2人关注 / 1个月以前发布,通州新华大街万达附近低总价小两居,285,北京光学仪器厂家属院 
武夷花园,单价60764元/平米,低楼层(共36层)2011年建塔楼  -  , | 2室1厅 | 92.16平米 | 南 | 其他,12人关注 / 1个月以前发布,京贸国际城西区 2室1厅 560万,560,京贸国际城西区 
梨园,单价46236元/平米,中楼层(共18层)2004年建塔楼  -  , | 2室1厅 | 99.49平米 | 南 东北 | 精装,7人关注 / 1个月以前发布,梨园地铁 时尚街区西区 电梯高层 大两居 方正 满五年,460,时尚街区西区 
梨园,单价33600元/平米,顶层(共6层)2000年建板楼  -  , | 2室1厅 | 110.12平米 | 南 北 | 精装,12人关注 / 1个月以前发布,满五唯一南北通透大两居，户型好不临街。,370,云景里白瓷砖 
武夷花园,单价56777元/平米,底层(共33层)2009年建板塔结合  -  , | 2室2厅 | 89.65平米 | 南 | 简装,25人关注 / 1个月以前发布,运河湾南向二居，满五唯一，诚心出售,509,运河湾 
临河里,单价49350元/平米,低楼层(共15层)2008年建板楼  -  , | 2室1厅 | 89.16平米 | 南 北 | 精装,5人关注 / 1个月以前发布,金隅国企 2009封闭小区 生活气息浓郁,440,金隅七零九零 
武夷花园,单价58313元/平米,低楼层(共6层)2002年建板楼  -  , | 2室1厅 | 80.6平米 | 南 北 | 简装,6人关注 / 1个月以前发布,河畔丽景 2室1厅 470万,470,河畔丽景 
通州北苑,单价38820元/平米,顶层(共6层)2000年建板楼  -  , | 2室2厅 | 92.48平米 | 南 北 | 精装,12人关注 / 1个月以前发布,万达商圈 南北通透 板楼社区 采光不影响,359,芳洲花园 
梨园,单价50607元/平米,中楼层(共15层)2007年建板楼  -  , | 2室1厅 | 94.85平米 | 南 | 其他,5人关注 / 1个月以前发布,新城阳光 2室1厅 480万,480,新城阳光 
梨园,单价49422元/平米,中楼层(共6层)1998年建板楼  -  , | 2室1厅 | 66.57平米 | 南 北 | 精装,22人关注 / 1个月以前发布,精装婚房，南北通透两居室，紧邻地铁，中间楼层,329,九棵树50号院 
九棵树(家乐福),单价41875元/平米,高楼层(共6层)2002年建板楼  -  , | 2室1厅 | 80平米 | 南 北 | 简装,3人关注 / 1个月以前发布,满五年唯一，南北通透，户型方正，没有浪费面积,335,中泽家园 
临河里,单价48619元/平米,低楼层(共23层)2010年建板塔结合  -  , | 2室1厅 | 97.7平米 | 东 西 | 精装,11人关注 / 4个月以前发布,华业东方玫瑰A区 2室1厅 475万,475,华业东方玫瑰A区 
马驹桥,单价34539元/平米,低楼层(共19层)2009年建板塔结合  -  , | 2室1厅 | 81.07平米 | 南 北 | 其他,3人关注 / 1个月以前发布,东亚瑞晶苑 2室1厅 280万,280,东亚瑞晶苑 
万达,单价50973元/平米,底层(共6层)1984年建板楼  -  , | 2室0厅 | 52.97平米 | 南 | 简装,2人关注 / 31天以前发布,后南仓 2室0厅 270万,270,后南仓 
北关,单价46254元/平米,底层(共18层)2013年建板楼  -  , | 2室1厅 | 75.67平米 | 南 | 精装,1人关注 / 31天以前发布,金地格林格林 2室1厅 350万,350,金地格林格林 
通州北苑,单价43026元/平米,中楼层(共29层)2004年建塔楼  -  , | 2室1厅 | 101.8平米 | 西南 | 简装,3人关注 / 29天以前发布,京贸国际公寓 2室1厅 438万,438,京贸国际公寓 
潞苑,单价44939元/平米,高楼层(共7层)2003年建板楼  -  , | 2室1厅 | 80.11平米 | 南 北 | 简装,2人关注 / 25天以前发布,新潮嘉园一期 2室1厅 360万,360,新潮嘉园一期 
马驹桥,单价30227元/平米,低楼层(共14层)2011年建板楼  -  , | 2室1厅 | 91.31平米 | 南 北 | 精装,4人关注 / 25天以前发布,合生世界村 2室1厅 276万,276,合生世界村 
九棵树(家乐福),单价36144元/平米,高楼层(共22层)2008年建板塔结合  -  , | 2室1厅 | 89.92平米 | 东 | 精装,9人关注 / 25天以前发布,大方居 2室1厅 325万,325,大方居 
北关,单价40469元/平米,中楼层(共25层)2003年建塔楼  -  , | 2室2厅 | 91.43平米 | 东北 | 精装,3人关注 / 23天以前发布,东阁雅舍 2室2厅 370万,370,东阁雅舍 
果园,单价49369元/平米,中楼层(共7层)2002年建板楼  -  , | 2室1厅 | 95平米 | 南 北 | 简装,3人关注 / 20天以前发布,南北通透两居室采光充足通风效果好,469,新华联家园南区 
九棵树(家乐福),单价41555元/平米,中楼层(共22层)2008年建板塔结合  -  , | 2室1厅 | 89.04平米 | 东 西 | 精装,4人关注 / 19天以前发布,房子满五年 中间楼层 没有遮挡 看房方便,370,大方居 
九棵树(家乐福),单价40198元/平米,中楼层(共22层)2008年建板塔结合  -  , | 2室1厅 | 87.07平米 | 东 西 | 简装,8人关注 / 13天以前发布,商品房正规2居室，东西通透，楼层高，通风和采光好,350,大方居 
通州北苑,单价45676元/平米,底层(共6层)1993年建板楼  -  , | 2室1厅 | 67.87平米 | 南 | 简装,23人关注 / 9个月以前发布,万达商圈，八通线地铁站，交通便利，全明户型,310,北苑135号院 
九棵树(家乐福),单价46434元/平米,顶层(共6层)2007年建板楼  -  , | 2室1厅 | 77.53平米 | 南 北 | 精装,7人关注 / 4个月以前发布,旗舰凯旋二三期 2室1厅 360万,360,旗舰凯旋二三期 
果园,单价46345元/平米,底层(共6层)1980年建板楼  -  , | 2室1厅 | 51.57平米 | 南 北 | 简装,63人关注 / 2个月以前发布,业主诚意出售，户型格局方正。适合一家人居住。,239,北机家属院 
玉桥,单价56787元/平米,中楼层(共18层)2015年建板楼  -  , | 2室1厅 | 90.69平米 | 南 | 精装,4人关注 / 2个月以前发布,运河畔 合生滨江二期 准新房 南向 精装中间楼层,515,合生滨江帝景 
九棵树(家乐福),单价65109元/平米,低楼层(共27层)2015年建板楼  -  , | 2室1厅 | 89.85平米 | 东南 | 简装,15人关注 / 2个月以前发布,K2玉兰湾东南两居，布局合理，采光好。,585,K2玉蘭湾 
潞苑,单价46581元/平米,底层(共6层)2003年建板楼  -  , | 2室1厅 | 88.02平米 | 南 | 简装,15人关注 / 2个月以前发布,格局方正 不临街 一层带小院 楼间距大 不挡光,410,自然佳境 
玉桥,单价55701元/平米,底层(共18层)2012年建板楼  -  , | 2室2厅 | 138.06平米 | 南 北 | 简装,9人关注 / 2个月以前发布,远洋东方公馆 南北通透 奢华两居 诚心出售,769,远洋东方公馆 
九棵树(家乐福),单价41571元/平米,中楼层(共22层)2008年建板塔结合  -  , | 2室1厅 | 86.6平米 | 东 南 | 其他,14人关注 / 12天以前发布,东南向正规2居室，电梯房，中间位置，业主诚心出售,360,大方居 
万达,单价40327元/平米,高楼层(共6层)1995年建板楼  -  , | 2室1厅 | 104.15平米 | 南 北 | 简装,18人关注 / 11个月以前发布,满五年成本价，南北双通透H户型，两室两卫,420,西营前街 
武夷花园,单价61209元/平米,低楼层(共40层)2013年建塔楼  -  , | 2室1厅 | 91.49平米 | 南 北 | 精装,21人关注 / 4个月以前发布,京贸国际城西区 2室1厅 560万,560,京贸国际城西区 
通州北苑,单价39149元/平米,低楼层(共29层)2004年建塔楼  -  , | 2室1厅 | 96.81平米 | 东南 | 简装,32人关注 / 4个月以前发布,东南朝向，没有遮挡，八通线城铁，看房提前约,379,京贸国际公寓 
九棵树(家乐福),单价40383元/平米,中楼层(共22层)2008年建板塔结合  -  , | 2室1厅 | 88.9平米 | 东南 | 其他,27人关注 / 4个月以前发布,正规2居室，明厨明卫，小区中间位置,359,大方居 
万达,单价41679元/平米,顶层(共6层)2002年建板楼  -  , | 2室1厅 | 71.74平米 | 南 | 简装,58人关注 / 3个月以前发布,通州城区位置朝南复式满两年原值高,299,皓月苑 
潞苑,单价63874元/平米,低楼层(共27层)2012年建塔楼  -  , | 2室2厅 | 86.89平米 | 南 | 精装,5人关注 / 3个月以前发布,K2清水湾纯南两居室，新风加地暖，自住装修,555,K2清水湾 
武夷花园,单价49469元/平米,顶层(共12层)2004年建板楼  -  , | 2室1厅 | 94平米 | 南 北 | 精装,13人关注 / 2个月以前发布,加华印象街 2室1厅 465万,465,加华印象街 
梨园,单价45060元/平米,中楼层(共21层)2009年建板塔结合  -  , | 2室1厅 | 94.32平米 | 南 | 精装,42人关注 / 2个月以前发布,梨园城铁  正规两居室  交通便利  采光视野好,425,新通国际花园 
北关,单价43825元/平米,中楼层(共18层)2013年建板楼  -  , | 2室1厅 | 74.16平米 | 南 | 精装,12人关注 / 2个月以前发布,金地格林格林 2室1厅 325万,325,金地格林格林 
通州其它,单价37619元/平米,中楼层(共16层)2014年建板楼  -  , | 2室1厅 | 75.76平米 | 南 | 其他,8人关注 / 1个月以前发布,首开国风美仑南向两居室 中高楼层 看房方便,285,首开国风美仑 
临河里,单价56238元/平米,低楼层(共27层)2012年建板塔结合  -  , | 2室1厅 | 75.75平米 | 东 西 | 精装,17人关注 / 1个月以前发布,华业东方玫瑰A区 2室1厅 426万,426,华业东方玫瑰A区 
万达,单价55766元/平米,中楼层(共5层)1979年建板楼  -  , | 2室1厅 | 50.21平米 | 南 | 简装,6人关注 / 7天以前发布,通惠南路 2室1厅 280万,280,通惠南路 
果园,单价57204元/平米,高楼层(共7层)2004年建板楼  -  , | 2室1厅 | 79.54平米 | 南 北 | 精装,11人关注 / 1个月以前发布,果园巴克寓所 挑空复式 两居 精装修,455,巴克寓所 
果园,单价50498元/平米,顶层(共5层)1985年建板楼  -  , | 2室1厅 | 55.25平米 | 南 北 | 简装,43人关注 / 10个月以前发布,葛布店东里 南北通透 正规两居室,279,葛布店东里 
万达,单价45660元/平米,低楼层(共6层)2000年建板楼  -  , | 2室1厅 | 95.27平米 | 南 北 | 简装,3人关注 / 9个月以前发布,新华西街 2室1厅 435万,435,新华西街 
临河里,单价65798元/平米,顶层(共12层)2011年建板楼  -  , | 2室1厅 | 85.11平米 | 南 北 | 其他,7人关注 / 9个月以前发布,金隅花石匠 2室1厅 560万,560,金隅花石匠 
北关,单价43275元/平米,高楼层(共6层)1993年建板楼  -  , | 2室1厅 | 68.17平米 | 南 北 | 精装,137人关注 / 8个月以前发布,精装修 户型方正 南北通透 采光好,295,通惠小区 
梨园,单价41208元/平米,顶层(共6层)2001年建板楼  -  , | 2室1厅 | 82.51平米 | 东 西 | 其他,20人关注 / 8个月以前发布,梨园东里 2室1厅 340万,340,梨园东里 
临河里,单价58966元/平米,高楼层(共20层)2011年建板塔结合  -  , | 2室2厅 | 83.1平米 | 南 北 | 精装,81人关注 / 8个月以前发布,海棠湾 南北通透 精装修 落地阳台 高层无遮挡 视野好,490,海棠湾二期 
果园,单价46172元/平米,顶层(共6层)2001年建板楼  -  , | 2室1厅 | 84.9平米 | 南 北 | 精装,35人关注 / 7个月以前发布,房子带一个阁楼，楼下是两个正规的卧室，南北通透,392,天元小区 
武夷花园,单价55678元/平米,低楼层(共18层)2009年建板塔结合  -  , | 2室1厅 | 86.21平米 | 东南 | 精装,32人关注 / 6个月以前发布,月季园 2室1厅 480万,480,月季园 
万达,单价44522元/平米,顶层(共6层)1999年建板楼  -  , | 2室2厅 | 92.09平米 | 东 西 | 简装,7人关注 / 5个月以前发布,新华小区 2室2厅 410万,410,新华小区 
北关,单价42961元/平米,高楼层(共26层)2007年建塔楼  -  , | 2室1厅 | 81.47平米 | 西 | 简装,37人关注 / 5个月以前发布,正规2居，电梯塔楼，高楼层，视野好。,350,财富东方 
通州其它,单价40225元/平米,底层(共12层)2014年建板楼  -  , | 2室1厅 | 65.88平米 | 南 | 精装,2人关注 / 11天以前发布,精装修名牌家具家电看房随时诚心出售,265,东亚印象台湖 
万达,单价47850元/平米,顶层(共6层)1983年建板楼  -  , | 2室1厅 | 55.8平米 | 南 | 其他,2人关注 / 10天以前发布,新城东里两居室，业主诚心出售。,267,新城东里 
临河里,单价51922元/平米,高楼层(共28层)2010年建板塔结合  -  , | 2室1厅 | 96.3平米 | 南 北 | 其他,2人关注 / 9天以前发布,华业东方玫瑰A区 2室1厅 500万,500,华业东方玫瑰A区 
梨园,单价45196元/平米,顶层(共13层)2005年建板塔结合  -  , | 2室1厅 | 110.63平米 | 南 北 | 精装,6人关注 / 9天以前发布,南北通透两居室，主卧和客厅朝南，次卧和厨房朝北,500,时尚街区东区 
通州其它,单价43169元/平米,底层(共15层)2015年建板楼  -  , | 2室2厅 | 92.66平米 | 南 北 | 精装,2人关注 / 8天以前发布,富力尚悦居 2室2厅 400万,400,富力尚悦居 
九棵树(家乐福),单价45017元/平米,顶层(共6层)2008年建板楼  -  , | 2室1厅 | 86.19平米 | 南 北 | 精装,99人关注 / 11个月以前发布,阿尔法社区 2室1厅 388万,388,阿尔法社区 
万达,单价50991元/平米,低楼层(共6层)1981年建板楼  -  , | 2室1厅 | 50.99平米 | 南 | 简装,175人关注 / 10个月以前发布,低楼层，精装修，朝南向，无遮挡,260,后南仓 
临河里,单价49916元/平米,中楼层(共22层)2013年建板塔结合  -  , | 2室1厅 | 82.94平米 | 东 西 | 精装,116人关注 / 10个月以前发布,精装复式两居  动静分离 两个卫生间,414,华业东方玫瑰B区 
通州其它,单价37301元/平米,低楼层(共20层)2015年建板楼  -  , | 2室1厅 | 88.47平米 | 南 | 精装,84人关注 / 7个月以前发布,富力尚悦居，契税票2019年2月22日满两年,330,富力尚悦居 
